beat,stage,boundary,res0r,res0i,res1r,res1i
1108,7,upper,0,0,0,0
1108,7,lower,0,0,0,0
1108,8,upper,0,0,0,0
1108,8,lower,0,0,0,0
1109,1,upper,0,0,0,0
1109,1,lower,2,2,-1,0
1109,2,upper,0,0,0,0
1109,2,lower,0,0,0,0
1109,3,upper,0,0,0,0
1109,3,lower,0,0,0,0
1109,4,upper,0,0,0,0
1109,4,lower,0,0,0,0
1109,5,upper,0,0,0,0
1109,5,lower,0,0,0,0
1109,6,upper,0,0,0,0
1109,6,lower,0,0,0,0
1109,7,upper,0,0,0,0
1109,7,lower,0,0,0,0
1109,8,upper,0,0,0,0
1109,8,lower,0,0,0,0
1110,1,upper,0,0,0,0
1110,1,lower,2,2,0,0
1110,2,upper,0,0,0,0
1110,2,lower,0,0,0,0
1110,3,upper,0,0,0,0
1110,3,lower,0,0,0,0
1110,4,upper,0,0,0,0
1110,4,lower,0,0,0,0
1110,5,upper,0,0,0,0
1110,5,lower,0,0,0,0
1110,6,upper,0,0,0,0
1110,6,lower,0,0,0,0
1110,7,upper,0,0,0,0
1110,7,lower,0,0,0,0
1110,8,upper,0,0,0,0
1110,8,lower,0,0,0,0
1111,1,upper,0,0,0,0
1111,1,lower,2,2,0,-1
1111,2,upper,0,0,0,0
1111,2,lower,0,0,0,0
1111,3,upper,0,0,0,0
1111,3,lower,0,0,0,0
1111,4,upper,0,0,0,0
1111,4,lower,0,0,0,0
1111,5,upper,0,0,0,0
1111,5,lower,0,0,0,0
1111,6,upper,0,0,0,0
1111,6,lower,0,0,0,0
1111,7,upper,0,0,0,0
1111,7,lower,0,0,0,0
1111,8,upper,0,0,0,0
1111,8,lower,0,0,0,0
1112,1,upper,0,0,0,0
1112,1,lower,2,2,-1,0
1112,2,upper,0,0,0,0
1112,2,lower,0,0,0,0
1112,3,upper,0,0,0,0
1112,3,lower,0,0,0,0
1112,4,upper,0,0,0,0
1112,4,lower,0,0,0,0
1112,5,upper,0,0,0,0
1112,5,lower,0,0,0,0
1112,6,upper,0,0,0,0
1112,6,lower,0,0,0,0
1112,7,upper,0,0,0,0
1112,7,lower,0,0,0,0
1112,8,upper,0,0,0,0
1112,8,lower,0,0,0,0
1113,1,upper,0,0,0,0
1113,1,lower,2,2,0,-1
1113,2,upper,0,0,0,0
1113,2,lower,0,0,0,0
1113,3,upper,0,0,0,0
1113,3,lower,0,0,0,0
1113,4,upper,0,0,0,0
1113,4,lower,0,0,0,0
1113,5,upper,0,0,0,0
1113,5,lower,0,0,0,0
1113,6,upper,0,0,0,0
1113,6,lower,0,0,0,0
1113,7,upper,0,0,0,0
1113,7,lower,0,0,0,0
1113,8,upper,0,0,0,0
1113,8,lower,0,0,0,0
1114,1,upper,0,0,0,0
1114,1,lower,2,2,0,0
1114,2,upper,0,0,0,0
1114,2,lower,0,0,0,0
1114,3,upper,0,0,0,0
1114,3,lower,0,0,0,0
1114,4,upper,0,0,0,0
1114,4,lower,0,0,0,0
1114,5,upper,0,0,0,0
1114,5,lower,0,0,0,0
1114,6,upper,0,0,0,0
1114,6,lower,0,0,0,0
1114,7,upper,0,0,0,0
1114,7,lower,0,0,0,0
1114,8,upper,0,0,0,0
1114,8,lower,0,0,0,0
1115,1,upper,0,0,0,0
1115,1,lower,2,2,0,0
1115,2,upper,0,0,0,0
1115,2,lower,0,0,0,0
1115,3,upper,0,0,0,0
1115,3,lower,0,0,0,0
1115,4,upper,0,0,0,0
1115,4,lower,0,0,0,0
1115,5,upper,0,0,0,0
1115,5,lower,0,0,0,0
1115,6,upper,0,0,0,0
1115,6,lower,0,0,0,0
1115,7,upper,0,0,0,0
1115,7,lower,0,0,0,0
1115,8,upper,0,0,0,0
1115,8,lower,0,0,0,0
1116,1,upper,0,0,0,0
1116,1,lower,2,2,-1,0
1116,2,upper,0,0,0,0
1116,2,lower,0,0,0,0
1116,3,upper,0,0,0,0
1116,3,lower,0,0,0,0
1116,4,upper,0,0,0,0
1116,4,lower,0,0,0,0
1116,5,upper,0,0,0,0
1116,5,lower,0,0,0,0
1116,6,upper,0,0,0,0
1116,6,lower,0,0,0,0
1116,7,upper,0,0,0,0
1116,7,lower,0,0,0,0
1116,8,upper,0,0,0,0
1116,8,lower,0,0,0,0
1117,1,upper,0,0,0,0
1117,1,lower,2,2,0,-1
1117,2,upper,0,0,0,0
1117,2,lower,0,0,0,0
1117,3,upper,0,0,0,0
1117,3,lower,0,0,0,0
1117,4,upper,0,0,0,0
1117,4,lower,0,0,0,0
1117,5,upper,0,0,0,0
1117,5,lower,0,0,0,0
1117,6,upper,0,0,0,0
1117,6,lower,0,0,0,0
1117,7,upper,0,0,0,0
1117,7,lower,0,0,0,0
1117,8,upper,0,0,0,0
1117,8,lower,0,0,0,0
1118,1,upper,0,0,0,0
1118,1,lower,2,2,0,-1
1118,2,upper,0,0,0,0
1118,2,lower,0,0,0,0
1118,3,upper,0,0,0,0
1118,3,lower,0,0,0,0
1118,4,upper,0,0,0,0
1118,4,lower,0,0,0,0
1118,5,upper,0,0,0,0
1118,5,lower,0,0,0,0
1118,6,upper,0,0,0,0
1118,6,lower,0,0,0,0
1118,7,upper,0,0,0,0
1118,7,lower,0,0,0,0
1118,8,upper,0,0,0,0
1118,8,lower,0,0,0,0
1119,1,upper,0,0,0,0
1119,1,lower,2,2,0,-1
1119,2,upper,0,0,0,0
1119,2,lower,0,0,0,0
1119,3,upper,0,0,0,0
1119,3,lower,0,0,0,0
1119,4,upper,0,0,0,0
1119,4,lower,0,0,0,0
1119,5,upper,0,0,0,0
1119,5,lower,0,0,0,0
1119,6,upper,0,0,0,0
1119,6,lower,0,0,0,0
1119,7,upper,0,0,0,0
1119,7,lower,0,0,0,0
1119,8,upper,0,0,0,0
1119,8,lower,0,0,0,0
1120,1,upper,0,0,0,0
1120,1,lower,1,1,0,-1
1120,2,upper,0,0,0,0
1120,2,lower,0,0,0,0
1120,3,upper,0,0,0,0
1120,3,lower,0,0,0,0
1120,4,upper,0,0,0,0
1120,4,lower,0,0,0,0
1120,5,upper,0,0,0,0
1120,5,lower,0,0,0,0
1120,6,upper,0,0,0,0
1120,6,lower,0,0,0,0
1120,7,upper,0,0,0,0
1120,7,lower,0,0,0,0
1120,8,upper,0,0,0,0
1120,8,lower,0,0,0,0
1121,1,upper,0,0,0,0
1121,1,lower,2,2,0,0
1121,2,upper,0,0,0,0
1121,2,lower,0,0,0,0
1121,3,upper,0,0,0,0
1121,3,lower,0,0,0,0
1121,4,upper,0,0,0,0
1121,4,lower,0,0,0,0
1121,5,upper,0,0,0,0
1121,5,lower,0,0,0,0
1121,6,upper,0,0,0,0
1121,6,lower,0,0,0,0
1121,7,upper,0,0,0,0
1121,7,lower,0,0,0,0
1121,8,upper,0,0,0,0
1121,8,lower,0,0,0,0
1122,1,upper,0,0,0,0
1122,1,lower,2,2,0,0
1122,2,upper,0,0,0,0
1122,2,lower,0,0,0,0
1122,3,upper,0,0,0,0
1122,3,lower,0,0,0,0
1122,4,upper,0,0,0,0
1122,4,lower,0,0,0,0
1122,5,upper,0,0,0,0
1122,5,lower,0,0,0,0
1122,6,upper,0,0,0,0
1122,6,lower,0,0,0,0
1122,7,upper,0,0,0,0
1122,7,lower,0,0,0,0
1122,8,upper,0,0,0,0
1122,8,lower,0,0,0,0
1123,1,upper,0,0,0,0
1123,1,lower,2,2,0,0
1123,2,upper,0,0,0,0
1123,2,lower,0,0,0,0
1123,3,upper,0,0,0,0
1123,3,lower,0,0,0,0
1123,4,upper,0,0,0,0
1123,4,lower,0,0,0,0
1123,5,upper,0,0,0,0
1123,5,lower,0,0,0,0
1123,6,upper,0,0,0,0
1123,6,lower,0,0,0,0
1123,7,upper,0,0,0,0
1123,7,lower,0,0,0,0
1123,8,upper,0,0,0,0
1123,8,lower,0,0,0,0
1124,1,upper,0,0,0,0
1124,1,lower,2,2,-1,-1
1124,2,upper,0,0,0,0
1124,2,lower,0,0,0,0
1124,3,upper,0,0,0,0
1124,3,lower,0,0,0,0
1124,4,upper,0,0,0,0
1124,4,lower,0,0,0,0
1124,5,upper,0,0,0,0
1124,5,lower,0,0,0,0
1124,6,upper,0,0,0,0
1124,6,lower,0,0,0,0
1124,7,upper,0,0,0,0
1124,7,lower,0,0,0,0
1124,8,upper,0,0,0,0
1124,8,lower,0,0,0,0
1125,1,upper,0,0,0,0
1125,1,lower,2,2,0,-1
1125,2,upper,0,0,0,0
1125,2,lower,0,0,0,0
1125,3,upper,0,0,0,0
1125,3,lower,0,0,0,0
1125,4,upper,0,0,0,0
1125,4,lower,0,0,0,0
1125,5,upper,0,0,0,0
1125,5,lower,0,0,0,0
1125,6,upper,0,0,0,0
1125,6,lower,0,0,0,0
1125,7,upper,0,0,0,0
1125,7,lower,0,0,0,0
1125,8,upper,0,0,0,0
1125,8,lower,0,0,0,0
1126,1,upper,0,0,0,0
1126,1,lower,2,2,0,-1
1126,2,upper,0,0,0,0
1126,2,lower,0,0,0,0
1126,3,upper,0,0,0,0
1126,3,lower,0,0,0,0
1126,4,upper,0,0,0,0
1126,4,lower,0,0,0,0
1126,5,upper,0,0,0,0
1126,5,lower,0,0,0,0
1126,6,upper,0,0,0,0
1126,6,lower,0,0,0,0
1126,7,upper,0,0,0,0
1126,7,lower,0,0,0,0
1126,8,upper,0,0,0,0
1126,8,lower,0,0,0,0
1127,1,upper,0,0,0,0
1127,1,lower,2,2,0,0
1127,2,upper,0,0,0,0
1127,2,lower,0,0,0,0
1127,3,upper,0,0,0,0
1127,3,lower,0,0,0,0
1127,4,upper,0,0,0,0
1127,4,lower,0,0,0,0
1127,5,upper,0,0,0,0
1127,5,lower,0,0,0,0
1127,6,upper,0,0,0,0
1127,6,lower,0,0,0,0
1127,7,upper,0,0,0,0
1127,7,lower,0,0,0,0
1127,8,upper,0,0,0,0
1127,8,lower,0,0,0,0
1128,1,upper,0,0,0,0
1128,1,lower,2,2,-1,-1
1128,2,upper,0,0,0,0
1128,2,lower,0,0,0,0
1128,3,upper,0,0,0,0
1128,3,lower,0,0,0,0
1128,4,upper,0,0,0,0
1128,4,lower,0,0,0,0
1128,5,upper,0,0,0,0
1128,5,lower,0,0,0,0
1128,6,upper,0,0,0,0
1128,6,lower,0,0,0,0
1128,7,upper,0,0,0,0
1128,7,lower,0,0,0,0
1128,8,upper,0,0,0,0
1128,8,lower,0,0,0,0
1129,1,upper,0,0,0,0
1129,1,lower,2,2,0,0
1129,2,upper,0,0,0,0
1129,2,lower,0,0,0,0
1129,3,upper,0,0,0,0
1129,3,lower,0,0,0,0
1129,4,upper,0,0,0,0
1129,4,lower,0,0,0,0
1129,5,upper,0,0,0,0
1129,5,lower,0,0,0,0
1129,6,upper,0,0,0,0
1129,6,lower,0,0,0,0
1129,7,upper,0,0,0,0
1129,7,lower,0,0,0,0
1129,8,upper,0,0,0,0
1129,8,lower,0,0,0,0
1130,1,upper,0,0,0,0
1130,1,lower,2,2,0,-1
1130,2,upper,0,0,0,0
1130,2,lower,0,0,0,0
1130,3,upper,0,0,0,0
1130,3,lower,0,0,0,0
1130,4,upper,0,0,0,0
1130,4,lower,0,0,0,0
1130,5,upper,0,0,0,0
1130,5,lower,0,0,0,0
1130,6,upper,0,0,0,0
1130,6,lower,0,0,0,0
1130,7,upper,0,0,0,0
1130,7,lower,0,0,0,0
1130,8,upper,0,0,0,0
1130,8,lower,0,0,0,0
1131,1,upper,0,0,0,0
1131,1,lower,2,2,-1,-1
1131,2,upper,0,0,0,0
1131,2,lower,0,0,0,0
1131,3,upper,0,0,0,0
1131,3,lower,0,0,0,0
1131,4,upper,0,0,0,0
1131,4,lower,0,0,0,0
1131,5,upper,0,0,0,0
1131,5,lower,0,0,0,0
1131,6,upper,0,0,0,0
1131,6,lower,0,0,0,0
1131,7,upper,0,0,0,0
1131,7,lower,0,0,0,0
1131,8,upper,0,0,0,0
1131,8,lower,0,0,0,0
1132,1,upper,0,0,0,0
1132,1,lower,2,2,-1,0
1132,2,upper,0,0,0,0
1132,2,lower,0,0,0,0
1132,3,upper,0,0,0,0
1132,3,lower,0,0,0,0
1132,4,upper,0,0,0,0
1132,4,lower,0,0,0,0
1132,5,upper,0,0,0,0
1132,5,lower,0,0,0,0
1132,6,upper,0,0,0,0
1132,6,lower,0,0,0,0
1132,7,upper,0,0,0,0
1132,7,lower,0,0,0,0
1132,8,upper,0,0,0,0
1132,8,lower,0,0,0,0
1133,1,upper,0,0,0,0
1133,1,lower,2,2,-1,0
1133,2,upper,0,0,0,0
1133,2,lower,0,0,0,0
1133,3,upper,0,0,0,0
1133,3,lower,0,0,0,0
1133,4,upper,0,0,0,0
1133,4,lower,0,0,0,0
1133,5,upper,0,0,0,0
1133,5,lower,0,0,0,0
1133,6,upper,0,0,0,0
1133,6,lower,0,0,0,0
1133,7,upper,0,0,0,0
1133,7,lower,0,0,0,0
1133,8,upper,0,0,0,0
1133,8,lower,0,0,0,0
1134,1,upper,0,0,0,0
1134,1,lower,2,2,-1,0
1134,2,upper,0,0,0,0
1134,2,lower,0,0,0,0
1134,3,upper,0,0,0,0
1134,3,lower,0,0,0,0
1134,4,upper,0,0,0,0
1134,4,lower,0,0,0,0
1134,5,upper,0,0,0,0
1134,5,lower,0,0,0,0
1134,6,upper,0,0,0,0
1134,6,lower,0,0,0,0
1134,7,upper,0,0,0,0
1134,7,lower,0,0,0,0
1134,8,upper,0,0,0,0
1134,8,lower,0,0,0,0
1135,1,upper,0,0,0,0
1135,1,lower,2,2,-1,-1
1135,2,upper,0,0,0,0
1135,2,lower,0,0,0,0
1135,3,upper,0,0,0,0
1135,3,lower,0,0,0,0
1135,4,upper,0,0,0,0
1135,4,lower,0,0,0,0
1135,5,upper,0,0,0,0
1135,5,lower,0,0,0,0
1135,6,upper,0,0,0,0
1135,6,lower,0,0,0,0
1135,7,upper,0,0,0,0
1135,7,lower,0,0,0,0
1135,8,upper,0,0,0,0
1135,8,lower,0,0,0,0
1136,1,upper,0,0,0,0
1136,1,lower,2,2,0,-1
1136,2,upper,0,0,0,0
1136,2,lower,0,0,0,0
1136,3,upper,0,0,0,0
1136,3,lower,0,0,0,0
1136,4,upper,0,0,0,0
1136,4,lower,0,0,0,0
1136,5,upper,0,0,0,0
1136,5,lower,0,0,0,0
1136,6,upper,0,0,0,0
1136,6,lower,0,0,0,0
1136,7,upper,0,0,0,0
1136,7,lower,0,0,0,0
1136,8,upper,0,0,0,0
1136,8,lower,0,0,0,0
1137,1,upper,0,0,0,0
1137,1,lower,2,2,-1,0
1137,2,upper,0,0,0,0
1137,2,lower,0,0,0,0
1137,3,upper,0,0,0,0
1137,3,lower,0,0,0,0
1137,4,upper,0,0,0,0
1137,4,lower,0,0,0,0
1137,5,upper,0,0,0,0
1137,5,lower,0,0,0,0
1137,6,upper,0,0,0,0
1137,6,lower,0,0,0,0
1137,7,upper,0,0,0,0
1137,7,lower,0,0,0,0
1137,8,upper,0,0,0,0
1137,8,lower,0,0,0,0
1138,1,upper,0,0,0,0
1138,1,lower,2,2,0,0
1138,2,upper,0,0,0,0
1138,2,lower,0,0,0,0
1138,3,upper,0,0,0,0
1138,3,lower,0,0,0,0
1138,4,upper,0,0,0,0
1138,4,lower,0,0,0,0
1138,5,upper,0,0,0,0
1138,5,lower,0,0,0,0
1138,6,upper,0,0,0,0
1138,6,lower,0,0,0,0
1138,7,upper,0,0,0,0
1138,7,lower,0,0,0,0
1138,8,upper,0,0,0,0
1138,8,lower,0,0,0,0
1139,1,upper,0,0,0,0
1139,1,lower,2,2,-1,-1
1139,2,upper,0,0,0,0
1139,2,lower,0,0,0,0
1139,3,upper,0,0,0,0
1139,3,lower,0,0,0,0
1139,4,upper,0,0,0,0
1139,4,lower,0,0,0,0
1139,5,upper,0,0,0,0
1139,5,lower,0,0,0,0
1139,6,upper,0,0,0,0
1139,6,lower,0,0,0,0
1139,7,upper,0,0,0,0
1139,7,lower,0,0,0,0
1139,8,upper,0,0,0,0
1139,8,lower,0,0,0,0
1140,1,upper,0,0,0,0
1140,1,lower,2,2,-1,-1
1140,2,upper,0,0,0,0
1140,2,lower,0,0,0,0
1140,3,upper,0,0,0,0
1140,3,lower,0,0,0,0
1140,4,upper,0,0,0,0
1140,4,lower,0,0,0,0
1140,5,upper,0,0,0,0
1140,5,lower,0,0,0,0
1140,6,upper,0,0,0,0
1140,6,lower,0,0,0,0
1140,7,upper,0,0,0,0
1140,7,lower,0,0,0,0
1140,8,upper,0,0,0,0
1140,8,lower,0,0,0,0
1141,1,upper,0,0,0,0
1141,1,lower,2,2,0,0
1141,2,upper,0,0,0,0
1141,2,lower,0,0,0,0
1141,3,upper,0,0,0,0
1141,3,lower,0,0,0,0
1141,4,upper,0,0,0,0
1141,4,lower,0,0,0,0
1141,5,upper,0,0,0,0
1141,5,lower,0,0,0,0
1141,6,upper,0,0,0,0
1141,6,lower,0,0,0,0
1141,7,upper,0,0,0,0
1141,7,lower,0,0,0,0
1141,8,upper,0,0,0,0
1141,8,lower,0,0,0,0
1142,1,upper,0,0,0,0
1142,1,lower,2,2,0,0
1142,2,upper,0,0,0,0
1142,2,lower,0,0,0,0
1142,3,upper,0,0,0,0
1142,3,lower,0,0,0,0
1142,4,upper,0,0,0,0
1142,4,lower,0,0,0,0
1142,5,upper,0,0,0,0
1142,5,lower,0,0,0,0
1142,6,upper,0,0,0,0
1142,6,lower,0,0,0,0
1142,7,upper,0,0,0,0
1142,7,lower,0,0,0,0
1142,8,upper,0,0,0,0
1142,8,lower,0,0,0,0
1143,1,upper,0,0,0,0
1143,1,lower,2,2,-1,0
1143,2,upper,0,0,0,0
1143,2,lower,0,0,0,0
1143,3,upper,0,0,0,0
1143,3,lower,0,0,0,0
1143,4,upper,0,0,0,0
1143,4,lower,0,0,0,0
1143,5,upper,0,0,0,0
1143,5,lower,0,0,0,0
1143,6,upper,0,0,0,0
1143,6,lower,0,0,0,0
1143,7,upper,0,0,0,0
1143,7,lower,0,0,0,0
1143,8,upper,0,0,0,0
1143,8,lower,0,0,0,0
1144,1,upper,0,0,0,0
1144,1,lower,2,2,-1,-1
1144,2,upper,0,0,0,0
1144,2,lower,0,0,0,0
1144,3,upper,0,0,0,0
1144,3,lower,0,0,0,0
1144,4,upper,0,0,0,0
1144,4,lower,0,0,0,0
1144,5,upper,0,0,0,0
1144,5,lower,0,0,0,0
1144,6,upper,0,0,0,0
1144,6,lower,0,0,0,0
1144,7,upper,0,0,0,0
1144,7,lower,0,0,0,0
1144,8,upper,0,0,0,0
1144,8,lower,0,0,0,0
1145,1,upper,0,0,0,0
1145,1,lower,2,2,0,-1
1145,2,upper,0,0,0,0
1145,2,lower,0,0,0,0
1145,3,upper,0,0,0,0
1145,3,lower,0,0,0,0
1145,4,upper,0,0,0,0
1145,4,lower,0,0,0,0
1145,5,upper,0,0,0,0
1145,5,lower,0,0,0,0
1145,6,upper,0,0,0,0
1145,6,lower,0,0,0,0
1145,7,upper,0,0,0,0
1145,7,lower,0,0,0,0
1145,8,upper,0,0,0,0
1145,8,lower,0,0,0,0
1146,1,upper,0,0,0,0
1146,1,lower,2,2,0,0
1146,2,upper,0,0,0,0
1146,2,lower,0,0,0,0
1146,3,upper,0,0,0,0
1146,3,lower,0,0,0,0
1146,4,upper,0,0,0,0
1146,4,lower,0,0,0,0
1146,5,upper,0,0,0,0
1146,5,lower,0,0,0,0
1146,6,upper,0,0,0,0
1146,6,lower,0,0,0,0
1146,7,upper,0,0,0,0
1146,7,lower,0,0,0,0
1146,8,upper,0,0,0,0
1146,8,lower,0,0,0,0
1147,1,upper,0,0,0,0
1147,1,lower,2,2,0,-1
1147,2,upper,0,0,0,0
1147,2,lower,0,0,0,0
1147,3,upper,0,0,0,0
1147,3,lower,0,0,0,0
1147,4,upper,0,0,0,0
1147,4,lower,0,0,0,0
1147,5,upper,0,0,0,0
1147,5,lower,0,0,0,0
1147,6,upper,0,0,0,0
1147,6,lower,0,0,0,0
1147,7,upper,0,0,0,0
1147,7,lower,0,0,0,0
1147,8,upper,0,0,0,0
1147,8,lower,0,0,0,0
1148,1,upper,0,0,0,0
1148,1,lower,2,2,-1,-1
1148,2,upper,0,0,0,0
1148,2,lower,0,0,0,0
1148,3,upper,0,0,0,0
1148,3,lower,0,0,0,0
1148,4,upper,0,0,0,0
1148,4,lower,0,0,0,0
1148,5,upper,0,0,0,0
1148,5,lower,0,0,0,0
1148,6,upper,0,0,0,0
1148,6,lower,0,0,0,0
1148,7,upper,0,0,0,0
1148,7,lower,0,0,0,0
1148,8,upper,0,0,0,0
1148,8,lower,0,0,0,0
1149,1,upper,0,0,0,0
1149,1,lower,2,2,-1,-1
1149,2,upper,0,0,0,0
1149,2,lower,0,0,0,0
1149,3,upper,0,0,0,0
1149,3,lower,0,0,0,0
1149,4,upper,0,0,0,0
1149,4,lower,0,0,0,0
1149,5,upper,0,0,0,0
1149,5,lower,0,0,0,0
1149,6,upper,0,0,0,0
1149,6,lower,0,0,0,0
1149,7,upper,0,0,0,0
1149,7,lower,0,0,0,0
1149,8,upper,0,0,0,0
1149,8,lower,0,0,0,0
1150,1,upper,0,0,0,0
1150,1,lower,2,2,0,-1
1150,2,upper,0,0,0,0
1150,2,lower,0,0,0,0
1150,3,upper,0,0,0,0
1150,3,lower,0,0,0,0
1150,4,upper,0,0,0,0
1150,4,lower,0,0,0,0
1150,5,upper,0,0,0,0
1150,5,lower,0,0,0,0
1150,6,upper,0,0,0,0
1150,6,lower,0,0,0,0
1150,7,upper,0,0,0,0
1150,7,lower,0,0,0,0
1150,8,upper,0,0,0,0
1150,8,lower,0,0,0,0
1151,1,upper,0,0,0,0
1151,1,lower,2,2,-1,-1
1151,2,upper,0,0,0,0
1151,2,lower,0,0,0,0
1151,3,upper,0,0,0,0
1151,3,lower,0,0,0,0
1151,4,upper,0,0,0,0
1151,4,lower,0,0,0,0
1151,5,upper,0,0,0,0
1151,5,lower,0,0,0,0
1151,6,upper,0,0,0,0
1151,6,lower,0,0,0,0
1151,7,upper,0,0,0,0
1151,7,lower,0,0,0,0
1151,8,upper,0,0,0,0
1151,8,lower,0,0,0,0
1152,1,upper,0,0,0,0
1152,1,lower,0,0,0,0
1152,2,upper,0,0,0,0
1152,2,lower,0,0,0,0
1152,3,upper,0,0,0,0
1152,3,lower,0,0,0,0
1152,4,upper,0,0,0,0
1152,4,lower,0,0,0,0
1152,5,upper,0,0,0,0
1152,5,lower,0,0,0,0
1152,6,upper,0,0,0,0
1152,6,lower,0,0,0,0
1152,7,upper,0,0,0,0
1152,7,lower,0,0,0,0
1152,8,upper,0,0,0,0
1152,8,lower,0,0,0,0
1153,1,upper,0,0,0,0
1153,1,lower,0,0,0,0
1153,2,upper,0,0,0,0
1153,2,lower,0,0,0,0
1153,3,upper,0,0,0,0
1153,3,lower,0,0,0,0
1153,4,upper,0,0,0,0
1153,4,lower,0,0,0,0
1153,5,upper,0,0,0,0
1153,5,lower,0,0,0,0
1153,6,upper,0,0,0,0
1153,6,lower,0,0,0,0
1153,7,upper,0,0,0,0
1153,7,lower,0,0,0,0
1153,8,upper,0,0,0,0
1153,8,lower,0,0,0,0
1154,1,upper,0,0,0,0
1154,1,lower,0,0,0,0
1154,2,upper,0,0,0,0
1154,2,lower,2,2,-1,0
1154,3,upper,0,0,0,0
1154,3,lower,0,0,0,0
1154,4,upper,0,0,0,0
1154,4,lower,0,0,0,0
1154,5,upper,0,0,0,0
1154,5,lower,0,0,0,0
1154,6,upper,0,0,0,0
1154,6,lower,0,0,0,0
1154,7,upper,0,0,0,0
1154,7,lower,0,0,0,0
1154,8,upper,0,0,0,0
1154,8,lower,0,0,0,0
1155,1,upper,0,0,0,0
1155,1,lower,0,0,0,0
1155,2,upper,0,0,0,0
1155,2,lower,2,2,-1,-1
1155,3,upper,0,0,0,0
1155,3,lower,0,0,0,0
1155,4,upper,0,0,0,0
1155,4,lower,0,0,0,0
1155,5,upper,0,0,0,0
1155,5,lower,0,0,0,0
1155,6,upper,0,0,0,0
1155,6,lower,0,0,0,0
1155,7,upper,0,0,0,0
1155,7,lower,0,0,0,0
1155,8,upper,0,0,0,0
1155,8,lower,0,0,0,0
1156,1,upper,0,0,0,0
1156,1,lower,0,0,0,0
1156,2,upper,0,0,0,0
1156,2,lower,2,2,0,0
1156,3,upper,0,0,0,0
1156,3,lower,0,0,0,0
1156,4,upper,0,0,0,0
1156,4,lower,0,0,0,0
1156,5,upper,0,0,0,0
1156,5,lower,0,0,0,0
1156,6,upper,0,0,0,0
1156,6,lower,0,0,0,0
1156,7,upper,0,0,0,0
1156,7,lower,0,0,0,0
1156,8,upper,0,0,0,0
1156,8,lower,0,0,0,0
1157,1,upper,0,0,0,0
1157,1,lower,0,0,0,0
1157,2,upper,0,0,0,0
1157,2,lower,2,2,-1,-1
1157,3,upper,0,0,0,0
1157,3,lower,0,0,0,0
1157,4,upper,0,0,0,0
1157,4,lower,0,0,0,0
1157,5,upper,0,0,0,0
1157,5,lower,0,0,0,0
1157,6,upper,0,0,0,0
1157,6,lower,0,0,0,0
1157,7,upper,0,0,0,0
1157,7,lower,0,0,0,0
1157,8,upper,0,0,0,0
1157,8,lower,0,0,0,0
1158,1,upper,0,0,0,0
1158,1,lower,0,0,0,0
1158,2,upper,0,0,0,0
1158,2,lower,2,2,0,0
1158,3,upper,0,0,0,0
1158,3,lower,0,0,0,0
1158,4,upper,0,0,0,0
1158,4,lower,0,0,0,0
1158,5,upper,0,0,0,0
1158,5,lower,0,0,0,0
1158,6,upper,0,0,0,0
1158,6,lower,0,0,0,0
1158,7,upper,0,0,0,0
1158,7,lower,0,0,0,0
1158,8,upper,0,0,0,0
1158,8,lower,0,0,0,0
1159,1,upper,0,0,0,0
1159,1,lower,0,0,0,0
1159,2,upper,0,0,0,0
1159,2,lower,2,2,-1,-1
1159,3,upper,0,0,0,0
1159,3,lower,0,0,0,0
1159,4,upper,0,0,0,0
1159,4,lower,0,0,0,0
1159,5,upper,0,0,0,0
1159,5,lower,0,0,0,0
1159,6,upper,0,0,0,0
1159,6,lower,0,0,0,0
1159,7,upper,0,0,0,0
1159,7,lower,0,0,0,0
1159,8,upper,0,0,0,0
1159,8,lower,0,0,0,0
1160,1,upper,0,0,0,0
1160,1,lower,0,0,0,0
1160,2,upper,0,0,0,0
1160,2,lower,2,2,0,0
1160,3,upper,0,0,0,0
1160,3,lower,0,0,0,0
1160,4,upper,0,0,0,0
1160,4,lower,0,0,0,0
1160,5,upper,0,0,0,0
1160,5,lower,0,0,0,0
1160,6,upper,0,0,0,0
1160,6,lower,0,0,0,0
1160,7,upper,0,0,0,0
1160,7,lower,0,0,0,0
1160,8,upper,0,0,0,0
1160,8,lower,0,0,0,0
1161,1,upper,0,0,0,0
1161,1,lower,0,0,0,0
1161,2,upper,0,0,0,0
1161,2,lower,2,2,-1,0
1161,3,upper,0,0,0,0
1161,3,lower,0,0,0,0
1161,4,upper,0,0,0,0
1161,4,lower,0,0,0,0
1161,5,upper,0,0,0,0
1161,5,lower,0,0,0,0
1161,6,upper,0,0,0,0
1161,6,lower,0,0,0,0
1161,7,upper,0,0,0,0
1161,7,lower,0,0,0,0
1161,8,upper,0,0,0,0
1161,8,lower,0,0,0,0
1162,1,upper,0,0,0,0
1162,1,lower,0,0,0,0
1162,2,upper,0,0,0,0
1162,2,lower,2,2,0,-1
1162,3,upper,0,0,0,0
1162,3,lower,0,0,0,0
1162,4,upper,0,0,0,0
1162,4,lower,0,0,0,0
1162,5,upper,0,0,0,0
1162,5,lower,0,0,0,0
1162,6,upper,0,0,0,0
1162,6,lower,0,0,0,0
1162,7,upper,0,0,0,0
1162,7,lower,0,0,0,0
1162,8,upper,0,0,0,0
1162,8,lower,0,0,0,0
1163,1,upper,0,0,0,0
1163,1,lower,0,0,0,0
