beat,stage,boundary,res0r,res0i,res1r,res1i
1847,3,upper,0,0,0,0
1847,3,lower,0,0,0,0
1847,4,upper,0,0,0,0
1847,4,lower,0,0,0,0
1847,5,upper,0,0,0,0
1847,5,lower,0,0,0,0
1847,6,upper,0,0,0,0
1847,6,lower,0,0,0,0
1847,7,upper,0,0,0,0
1847,7,lower,0,0,0,0
1847,8,upper,0,0,0,0
1847,8,lower,0,0,0,0
1848,1,upper,1,1,1,0
1848,1,lower,3,0,-1,-1
1848,2,upper,0,0,0,0
1848,2,lower,0,0,0,0
1848,3,upper,0,0,0,0
1848,3,lower,0,0,0,0
1848,4,upper,0,0,0,0
1848,4,lower,0,0,0,0
1848,5,upper,0,0,0,0
1848,5,lower,0,0,0,0
1848,6,upper,0,0,0,0
1848,6,lower,0,0,0,0
1848,7,upper,0,0,0,0
1848,7,lower,0,0,0,0
1848,8,upper,0,0,0,0
1848,8,lower,0,0,0,0
1849,1,upper,1,1,-1,0
1849,1,lower,3,1,-1,1
1849,2,upper,0,0,0,0
1849,2,lower,0,0,0,0
1849,3,upper,0,0,0,0
1849,3,lower,0,0,0,0
1849,4,upper,0,0,0,0
1849,4,lower,0,0,0,0
1849,5,upper,0,0,0,0
1849,5,lower,0,0,0,0
1849,6,upper,0,0,0,0
1849,6,lower,0,0,0,0
1849,7,upper,0,0,0,0
1849,7,lower,0,0,0,0
1849,8,upper,0,0,0,0
1849,8,lower,0,0,0,0
1850,1,upper,1,0,0,-1
1850,1,lower,1,1,-1,-1
1850,2,upper,0,0,0,0
1850,2,lower,0,0,0,0
1850,3,upper,0,0,0,0
1850,3,lower,0,0,0,0
1850,4,upper,0,0,0,0
1850,4,lower,0,0,0,0
1850,5,upper,0,0,0,0
1850,5,lower,0,0,0,0
1850,6,upper,0,0,0,0
1850,6,lower,0,0,0,0
1850,7,upper,0,0,0,0
1850,7,lower,0,0,0,0
1850,8,upper,0,0,0,0
1850,8,lower,0,0,0,0
1851,1,upper,1,1,-1,1
1851,1,lower,3,-1,0,1
1851,2,upper,0,0,0,0
1851,2,lower,0,0,0,0
1851,3,upper,0,0,0,0
1851,3,lower,0,0,0,0
1851,4,upper,0,0,0,0
1851,4,lower,0,0,0,0
1851,5,upper,0,0,0,0
1851,5,lower,0,0,0,0
1851,6,upper,0,0,0,0
1851,6,lower,0,0,0,0
1851,7,upper,0,0,0,0
1851,7,lower,0,0,0,0
1851,8,upper,0,0,0,0
1851,8,lower,0,0,0,0
1852,1,upper,1,1,1,1
1852,1,lower,1,2,1,-2
1852,2,upper,0,0,0,0
1852,2,lower,0,0,0,0
1852,3,upper,0,0,0,0
1852,3,lower,0,0,0,0
1852,4,upper,0,0,0,0
1852,4,lower,0,0,0,0
1852,5,upper,0,0,0,0
1852,5,lower,0,0,0,0
1852,6,upper,0,0,0,0
1852,6,lower,0,0,0,0
1852,7,upper,0,0,0,0
1852,7,lower,0,0,0,0
1852,8,upper,0,0,0,0
1852,8,lower,0,0,0,0
1853,1,upper,1,1,0,1
1853,1,lower,2,1,0,-1
1853,2,upper,0,0,0,0
1853,2,lower,0,0,0,0
1853,3,upper,0,0,0,0
1853,3,lower,0,0,0,0
1853,4,upper,0,0,0,0
1853,4,lower,0,0,0,0
1853,5,upper,0,0,0,0
1853,5,lower,0,0,0,0
1853,6,upper,0,0,0,0
1853,6,lower,0,0,0,0
1853,7,upper,0,0,0,0
1853,7,lower,0,0,0,0
1853,8,upper,0,0,0,0
1853,8,lower,0,0,0,0
1854,1,upper,0,1,0,-1
1854,1,lower,2,2,-1,0
1854,2,upper,0,0,0,0
1854,2,lower,0,0,0,0
1854,3,upper,0,0,0,0
1854,3,lower,0,0,0,0
1854,4,upper,0,0,0,0
1854,4,lower,0,0,0,0
1854,5,upper,0,0,0,0
1854,5,lower,0,0,0,0
1854,6,upper,0,0,0,0
1854,6,lower,0,0,0,0
1854,7,upper,0,0,0,0
1854,7,lower,0,0,0,0
1854,8,upper,0,0,0,0
1854,8,lower,0,0,0,0
1855,1,upper,1,0,-1,0
1855,1,lower,2,0,0,1
1855,2,upper,0,0,0,0
1855,2,lower,0,0,0,0
1855,3,upper,0,0,0,0
1855,3,lower,0,0,0,0
1855,4,upper,0,0,0,0
1855,4,lower,0,0,0,0
1855,5,upper,0,0,0,0
1855,5,lower,0,0,0,0
1855,6,upper,0,0,0,0
1855,6,lower,0,0,0,0
1855,7,upper,0,0,0,0
1855,7,lower,0,0,0,0
1855,8,upper,0,0,0,0
1855,8,lower,0,0,0,0
1856,1,upper,1,0,-1,1
1856,1,lower,0,-1,1,1
1856,2,upper,0,0,0,0
1856,2,lower,0,0,0,0
1856,3,upper,0,0,0,0
1856,3,lower,0,0,0,0
1856,4,upper,0,0,0,0
1856,4,lower,0,0,0,0
1856,5,upper,0,0,0,0
1856,5,lower,0,0,0,0
1856,6,upper,0,0,0,0
1856,6,lower,0,0,0,0
1856,7,upper,0,0,0,0
1856,7,lower,0,0,0,0
1856,8,upper,0,0,0,0
1856,8,lower,0,0,0,0
1857,1,upper,1,0,0,-1
1857,1,lower,1,0,-1,-1
1857,2,upper,0,0,0,0
1857,2,lower,0,0,0,0
1857,3,upper,0,0,0,0
1857,3,lower,0,0,0,0
1857,4,upper,0,0,0,0
1857,4,lower,0,0,0,0
1857,5,upper,0,0,0,0
1857,5,lower,0,0,0,0
1857,6,upper,0,0,0,0
1857,6,lower,0,0,0,0
1857,7,upper,0,0,0,0
1857,7,lower,0,0,0,0
1857,8,upper,0,0,0,0
1857,8,lower,0,0,0,0
1858,1,upper,0,2,0,-1
1858,1,lower,2,1,-1,0
1858,2,upper,0,0,0,0
1858,2,lower,0,0,0,0
1858,3,upper,0,0,0,0
1858,3,lower,0,0,0,0
1858,4,upper,0,0,0,0
1858,4,lower,0,0,0,0
1858,5,upper,0,0,0,0
1858,5,lower,0,0,0,0
1858,6,upper,0,0,0,0
1858,6,lower,0,0,0,0
1858,7,upper,0,0,0,0
1858,7,lower,0,0,0,0
1858,8,upper,0,0,0,0
1858,8,lower,0,0,0,0
1859,1,upper,1,2,0,0
1859,1,lower,3,1,0,-1
1859,2,upper,0,0,0,0
1859,2,lower,0,0,0,0
1859,3,upper,0,0,0,0
1859,3,lower,0,0,0,0
1859,4,upper,0,0,0,0
1859,4,lower,0,0,0,0
1859,5,upper,0,0,0,0
1859,5,lower,0,0,0,0
1859,6,upper,0,0,0,0
1859,6,lower,0,0,0,0
1859,7,upper,0,0,0,0
1859,7,lower,0,0,0,0
1859,8,upper,0,0,0,0
1859,8,lower,0,0,0,0
1860,1,upper,1,1,0,-1
1860,1,lower,3,1,-2,0
1860,2,upper,0,0,0,0
1860,2,lower,0,0,0,0
1860,3,upper,0,0,0,0
1860,3,lower,0,0,0,0
1860,4,upper,0,0,0,0
1860,4,lower,0,0,0,0
1860,5,upper,0,0,0,0
1860,5,lower,0,0,0,0
1860,6,upper,0,0,0,0
1860,6,lower,0,0,0,0
1860,7,upper,0,0,0,0
1860,7,lower,0,0,0,0
1860,8,upper,0,0,0,0
1860,8,lower,0,0,0,0
1861,1,upper,1,0,-1,0
1861,1,lower,1,0,0,0
1861,2,upper,0,0,0,0
1861,2,lower,0,0,0,0
1861,3,upper,0,0,0,0
1861,3,lower,0,0,0,0
1861,4,upper,0,0,0,0
1861,4,lower,0,0,0,0
1861,5,upper,0,0,0,0
1861,5,lower,0,0,0,0
1861,6,upper,0,0,0,0
1861,6,lower,0,0,0,0
1861,7,upper,0,0,0,0
1861,7,lower,0,0,0,0
1861,8,upper,0,0,0,0
1861,8,lower,0,0,0,0
1862,1,upper,0,0,-1,0
1862,1,lower,2,1,-1,1
1862,2,upper,0,0,0,0
1862,2,lower,0,0,0,0
1862,3,upper,0,0,0,0
1862,3,lower,0,0,0,0
1862,4,upper,0,0,0,0
1862,4,lower,0,0,0,0
1862,5,upper,0,0,0,0
1862,5,lower,0,0,0,0
1862,6,upper,0,0,0,0
1862,6,lower,0,0,0,0
1862,7,upper,0,0,0,0
1862,7,lower,0,0,0,0
1862,8,upper,0,0,0,0
1862,8,lower,0,0,0,0
1863,1,upper,0,0,-1,-1
1863,1,lower,2,2,-1,1
1863,2,upper,0,0,0,0
1863,2,lower,0,0,0,0
1863,3,upper,0,0,0,0
1863,3,lower,0,0,0,0
1863,4,upper,0,0,0,0
1863,4,lower,0,0,0,0
1863,5,upper,0,0,0,0
1863,5,lower,0,0,0,0
1863,6,upper,0,0,0,0
1863,6,lower,0,0,0,0
1863,7,upper,0,0,0,0
1863,7,lower,0,0,0,0
1863,8,upper,0,0,0,0
1863,8,lower,0,0,0,0
1864,1,upper,1,1,-1,-1
1864,1,lower,2,1,0,0
1864,2,upper,0,0,0,0
1864,2,lower,0,0,0,0
1864,3,upper,0,0,0,0
1864,3,lower,0,0,0,0
1864,4,upper,0,0,0,0
1864,4,lower,0,0,0,0
1864,5,upper,0,0,0,0
1864,5,lower,0,0,0,0
1864,6,upper,0,0,0,0
1864,6,lower,0,0,0,0
1864,7,upper,0,0,0,0
1864,7,lower,0,0,0,0
1864,8,upper,0,0,0,0
1864,8,lower,0,0,0,0
1865,1,upper,1,0,0,0
1865,1,lower,0,0,0,0
1865,2,upper,0,0,0,0
1865,2,lower,0,0,0,0
1865,3,upper,0,0,0,0
1865,3,lower,0,0,0,0
1865,4,upper,0,0,0,0
1865,4,lower,0,0,0,0
1865,5,upper,0,0,0,0
1865,5,lower,0,0,0,0
1865,6,upper,0,0,0,0
1865,6,lower,0,0,0,0
1865,7,upper,0,0,0,0
1865,7,lower,0,0,0,0
1865,8,upper,0,0,0,0
1865,8,lower,0,0,0,0
1866,1,upper,1,0,0,-1
1866,1,lower,0,2,-1,0
1866,2,upper,0,0,0,0
1866,2,lower,0,0,0,0
1866,3,upper,0,0,0,0
1866,3,lower,0,0,0,0
1866,4,upper,0,0,0,0
1866,4,lower,0,0,0,0
1866,5,upper,0,0,0,0
1866,5,lower,0,0,0,0
1866,6,upper,0,0,0,0
1866,6,lower,0,0,0,0
1866,7,upper,0,0,0,0
1866,7,lower,0,0,0,0
1866,8,upper,0,0,0,0
1866,8,lower,0,0,0,0
1867,1,upper,1,0,0,0
1867,1,lower,2,2,0,0
1867,2,upper,0,0,0,0
1867,2,lower,0,0,0,0
1867,3,upper,0,0,0,0
1867,3,lower,0,0,0,0
1867,4,upper,0,0,0,0
1867,4,lower,0,0,0,0
1867,5,upper,0,0,0,0
1867,5,lower,0,0,0,0
1867,6,upper,0,0,0,0
1867,6,lower,0,0,0,0
1867,7,upper,0,0,0,0
1867,7,lower,0,0,0,0
1867,8,upper,0,0,0,0
1867,8,lower,0,0,0,0
1868,1,upper,1,0,0,0
1868,1,lower,1,0,-1,-1
1868,2,upper,0,0,0,0
1868,2,lower,0,0,0,0
1868,3,upper,0,0,0,0
1868,3,lower,0,0,0,0
1868,4,upper,0,0,0,0
1868,4,lower,0,0,0,0
1868,5,upper,0,0,0,0
1868,5,lower,0,0,0,0
1868,6,upper,0,0,0,0
1868,6,lower,0,0,0,0
1868,7,upper,0,0,0,0
1868,7,lower,0,0,0,0
1868,8,upper,0,0,0,0
1868,8,lower,0,0,0,0
1869,1,upper,1,1,-1,0
1869,1,lower,2,0,1,1
1869,2,upper,0,0,0,0
1869,2,lower,0,0,0,0
1869,3,upper,0,0,0,0
1869,3,lower,0,0,0,0
1869,4,upper,0,0,0,0
1869,4,lower,0,0,0,0
1869,5,upper,0,0,0,0
1869,5,lower,0,0,0,0
1869,6,upper,0,0,0,0
1869,6,lower,0,0,0,0
1869,7,upper,0,0,0,0
1869,7,lower,0,0,0,0
1869,8,upper,0,0,0,0
1869,8,lower,0,0,0,0
1870,1,upper,1,1,-1,-1
1870,1,lower,2,0,-1,0
1870,2,upper,0,0,0,0
1870,2,lower,0,0,0,0
1870,3,upper,0,0,0,0
1870,3,lower,0,0,0,0
1870,4,upper,0,0,0,0
1870,4,lower,0,0,0,0
1870,5,upper,0,0,0,0
1870,5,lower,0,0,0,0
1870,6,upper,0,0,0,0
1870,6,lower,0,0,0,0
1870,7,upper,0,0,0,0
1870,7,lower,0,0,0,0
1870,8,upper,0,0,0,0
1870,8,lower,0,0,0,0
1871,1,upper,1,2,0,-1
1871,1,lower,2,-1,-1,0
1871,2,upper,0,0,0,0
1871,2,lower,0,0,0,0
1871,3,upper,0,0,0,0
1871,3,lower,0,0,0,0
1871,4,upper,0,0,0,0
1871,4,lower,0,0,0,0
1871,5,upper,0,0,0,0
1871,5,lower,0,0,0,0
1871,6,upper,0,0,0,0
1871,6,lower,0,0,0,0
1871,7,upper,0,0,0,0
1871,7,lower,0,0,0,0
1871,8,upper,0,0,0,0
1871,8,lower,0,0,0,0
1872,1,upper,1,1,0,0
1872,1,lower,3,0,0,0
1872,2,upper,0,0,0,0
1872,2,lower,0,0,0,0
1872,3,upper,0,0,0,0
1872,3,lower,0,0,0,0
1872,4,upper,0,0,0,0
1872,4,lower,0,0,0,0
1872,5,upper,0,0,0,0
1872,5,lower,0,0,0,0
1872,6,upper,0,0,0,0
1872,6,lower,0,0,0,0
1872,7,upper,0,0,0,0
1872,7,lower,0,0,0,0
1872,8,upper,0,0,0,0
1872,8,lower,0,0,0,0
1873,1,upper,2,0,0,-1
1873,1,lower,1,0,-2,-1
1873,2,upper,0,0,0,0
1873,2,lower,0,0,0,0
1873,3,upper,0,0,0,0
1873,3,lower,0,0,0,0
1873,4,upper,0,0,0,0
1873,4,lower,0,0,0,0
1873,5,upper,0,0,0,0
1873,5,lower,0,0,0,0
1873,6,upper,0,0,0,0
1873,6,lower,0,0,0,0
1873,7,upper,0,0,0,0
1873,7,lower,0,0,0,0
1873,8,upper,0,0,0,0
1873,8,lower,0,0,0,0
1874,1,upper,0,2,0,0
1874,1,lower,3,0,1,-1
1874,2,upper,0,0,0,0
1874,2,lower,0,0,0,0
1874,3,upper,0,0,0,0
1874,3,lower,0,0,0,0
1874,4,upper,0,0,0,0
1874,4,lower,0,0,0,0
1874,5,upper,0,0,0,0
1874,5,lower,0,0,0,0
1874,6,upper,0,0,0,0
1874,6,lower,0,0,0,0
1874,7,upper,0,0,0,0
1874,7,lower,0,0,0,0
1874,8,upper,0,0,0,0
1874,8,lower,0,0,0,0
1875,1,upper,1,1,0,-1
1875,1,lower,2,0,-1,-1
1875,2,upper,0,0,0,0
1875,2,lower,0,0,0,0
1875,3,upper,0,0,0,0
1875,3,lower,0,0,0,0
1875,4,upper,0,0,0,0
1875,4,lower,0,0,0,0
1875,5,upper,0,0,0,0
1875,5,lower,0,0,0,0
1875,6,upper,0,0,0,0
1875,6,lower,0,0,0,0
1875,7,upper,0,0,0,0
1875,7,lower,0,0,0,0
1875,8,upper,0,0,0,0
1875,8,lower,0,0,0,0
1876,1,upper,0,0,0,0
1876,1,lower,1,2,-1,-1
1876,2,upper,0,0,0,0
1876,2,lower,0,0,0,0
1876,3,upper,0,0,0,0
1876,3,lower,0,0,0,0
1876,4,upper,0,0,0,0
1876,4,lower,0,0,0,0
1876,5,upper,0,0,0,0
1876,5,lower,0,0,0,0
1876,6,upper,0,0,0,0
1876,6,lower,0,0,0,0
1876,7,upper,0,0,0,0
1876,7,lower,0,0,0,0
1876,8,upper,0,0,0,0
1876,8,lower,0,0,0,0
1877,1,upper,1,1,-1,-1
1877,1,lower,1,0,-1,2
1877,2,upper,0,0,0,0
1877,2,lower,0,0,0,0
1877,3,upper,0,0,0,0
1877,3,lower,0,0,0,0
1877,4,upper,0,0,0,0
1877,4,lower,0,0,0,0
1877,5,upper,0,0,0,0
1877,5,lower,0,0,0,0
1877,6,upper,0,0,0,0
1877,6,lower,0,0,0,0
1877,7,upper,0,0,0,0
1877,7,lower,0,0,0,0
1877,8,upper,0,0,0,0
1877,8,lower,0,0,0,0
1878,1,upper,1,1,0,-1
1878,1,lower,1,0,-2,1
1878,2,upper,0,0,0,0
1878,2,lower,0,0,0,0
1878,3,upper,0,0,0,0
1878,3,lower,0,0,0,0
1878,4,upper,0,0,0,0
1878,4,lower,0,0,0,0
1878,5,upper,0,0,0,0
1878,5,lower,0,0,0,0
1878,6,upper,0,0,0,0
1878,6,lower,0,0,0,0
1878,7,upper,0,0,0,0
1878,7,lower,0,0,0,0
1878,8,upper,0,0,0,0
1878,8,lower,0,0,0,0
1879,1,upper,1,1,1,1
1879,1,lower,2,0,0,-2
1879,2,upper,0,0,0,0
1879,2,lower,0,0,0,0
1879,3,upper,0,0,0,0
1879,3,lower,0,0,0,0
1879,4,upper,0,0,0,0
1879,4,lower,0,0,0,0
1879,5,upper,0,0,0,0
1879,5,lower,0,0,0,0
1879,6,upper,0,0,0,0
1879,6,lower,0,0,0,0
1879,7,upper,0,0,0,0
1879,7,lower,0,0,0,0
1879,8,upper,0,0,0,0
1879,8,lower,0,0,0,0
1880,1,upper,1,1,0,-1
1880,1,lower,1,0,-1,0
1880,2,upper,0,0,0,0
1880,2,lower,0,0,0,0
1880,3,upper,0,0,0,0
1880,3,lower,0,0,0,0
1880,4,upper,0,0,0,0
1880,4,lower,0,0,0,0
1880,5,upper,0,0,0,0
1880,5,lower,0,0,0,0
1880,6,upper,0,0,0,0
1880,6,lower,0,0,0,0
1880,7,upper,0,0,0,0
1880,7,lower,0,0,0,0
1880,8,upper,0,0,0,0
1880,8,lower,0,0,0,0
1881,1,upper,1,0,-1,0
1881,1,lower,2,1,0,0
1881,2,upper,0,0,0,0
1881,2,lower,0,0,0,0
1881,3,upper,0,0,0,0
1881,3,lower,0,0,0,0
1881,4,upper,0,0,0,0
1881,4,lower,0,0,0,0
1881,5,upper,0,0,0,0
1881,5,lower,0,0,0,0
1881,6,upper,0,0,0,0
1881,6,lower,0,0,0,0
1881,7,upper,0,0,0,0
1881,7,lower,0,0,0,0
1881,8,upper,0,0,0,0
1881,8,lower,0,0,0,0
1882,1,upper,0,1,0,0
1882,1,lower,1,1,0,-1
1882,2,upper,0,0,0,0
1882,2,lower,0,0,0,0
1882,3,upper,0,0,0,0
1882,3,lower,0,0,0,0
1882,4,upper,0,0,0,0
1882,4,lower,0,0,0,0
1882,5,upper,0,0,0,0
1882,5,lower,0,0,0,0
1882,6,upper,0,0,0,0
1882,6,lower,0,0,0,0
1882,7,upper,0,0,0,0
1882,7,lower,0,0,0,0
1882,8,upper,0,0,0,0
1882,8,lower,0,0,0,0
1883,1,upper,0,1,-1,1
1883,1,lower,3,1,1,0
1883,2,upper,0,0,0,0
1883,2,lower,0,0,0,0
1883,3,upper,0,0,0,0
1883,3,lower,0,0,0,0
1883,4,upper,0,0,0,0
1883,4,lower,0,0,0,0
1883,5,upper,0,0,0,0
1883,5,lower,0,0,0,0
1883,6,upper,0,0,0,0
1883,6,lower,0,0,0,0
1883,7,upper,0,0,0,0
1883,7,lower,0,0,0,0
1883,8,upper,0,0,0,0
1883,8,lower,0,0,0,0
1884,1,upper,1,0,0,0
1884,1,lower,0,1,0,-1
1884,2,upper,0,0,0,0
1884,2,lower,0,0,0,0
1884,3,upper,0,0,0,0
1884,3,lower,0,0,0,0
1884,4,upper,0,0,0,0
1884,4,lower,0,0,0,0
1884,5,upper,0,0,0,0
1884,5,lower,0,0,0,0
1884,6,upper,0,0,0,0
1884,6,lower,0,0,0,0
1884,7,upper,0,0,0,0
1884,7,lower,0,0,0,0
1884,8,upper,0,0,0,0
1884,8,lower,0,0,0,0
1885,1,upper,1,1,-1,0
1885,1,lower,2,1,0,0
1885,2,upper,0,0,0,0
1885,2,lower,0,0,0,0
1885,3,upper,0,0,0,0
1885,3,lower,0,0,0,0
1885,4,upper,0,0,0,0
1885,4,lower,0,0,0,0
1885,5,upper,0,0,0,0
1885,5,lower,0,0,0,0
1885,6,upper,0,0,0,0
1885,6,lower,0,0,0,0
1885,7,upper,0,0,0,0
1885,7,lower,0,0,0,0
1885,8,upper,0,0,0,0
1885,8,lower,0,0,0,0
1886,1,upper,1,1,-1,-1
1886,1,lower,2,0,0,2
1886,2,upper,0,0,0,0
1886,2,lower,0,0,0,0
1886,3,upper,0,0,0,0
1886,3,lower,0,0,0,0
1886,4,upper,0,0,0,0
1886,4,lower,0,0,0,0
1886,5,upper,0,0,0,0
1886,5,lower,0,0,0,0
1886,6,upper,0,0,0,0
1886,6,lower,0,0,0,0
1886,7,upper,0,0,0,0
1886,7,lower,0,0,0,0
1886,8,upper,0,0,0,0
1886,8,lower,0,0,0,0
1887,1,upper,1,1,0,-1
1887,1,lower,1,1,0,-1
1887,2,upper,0,0,0,0
1887,2,lower,0,0,0,0
1887,3,upper,0,0,0,0
1887,3,lower,0,0,0,0
1887,4,upper,0,0,0,0
1887,4,lower,0,0,0,0
1887,5,upper,0,0,0,0
1887,5,lower,0,0,0,0
1887,6,upper,0,0,0,0
1887,6,lower,0,0,0,0
1887,7,upper,0,0,0,0
1887,7,lower,0,0,0,0
1887,8,upper,0,0,0,0
1887,8,lower,0,0,0,0
1888,1,upper,2,1,0,0
1888,1,lower,1,-1,-1,-1
1888,2,upper,0,0,0,0
1888,2,lower,0,0,0,0
1888,3,upper,0,0,0,0
1888,3,lower,0,0,0,0
1888,4,upper,0,0,0,0
1888,4,lower,0,0,0,0
1888,5,upper,0,0,0,0
1888,5,lower,0,0,0,0
1888,6,upper,0,0,0,0
1888,6,lower,0,0,0,0
1888,7,upper,0,0,0,0
1888,7,lower,0,0,0,0
1888,8,upper,0,0,0,0
1888,8,lower,0,0,0,0
1889,1,upper,0,0,0,-1
1889,1,lower,2,1,-1,0
1889,2,upper,0,0,0,0
1889,2,lower,0,0,0,0
1889,3,upper,0,0,0,0
1889,3,lower,0,0,0,0
1889,4,upper,0,0,0,0
1889,4,lower,0,0,0,0
1889,5,upper,0,0,0,0
1889,5,lower,0,0,0,0
1889,6,upper,0,0,0,0
1889,6,lower,0,0,0,0
1889,7,upper,0,0,0,0
1889,7,lower,0,0,0,0
1889,8,upper,0,0,0,0
1889,8,lower,0,0,0,0
1890,1,upper,1,1,0,0
1890,1,lower,2,0,-1,-2
1890,2,upper,0,0,0,0
1890,2,lower,0,0,0,0
1890,3,upper,0,0,0,0
1890,3,lower,0,0,0,0
1890,4,upper,0,0,0,0
1890,4,lower,0,0,0,0
1890,5,upper,0,0,0,0
1890,5,lower,0,0,0,0
1890,6,upper,0,0,0,0
1890,6,lower,0,0,0,0
1890,7,upper,0,0,0,0
1890,7,lower,0,0,0,0
1890,8,upper,0,0,0,0
1890,8,lower,0,0,0,0
1891,1,upper,1,2,0,-1
1891,1,lower,2,-1,-2,1
1891,2,upper,0,0,0,0
1891,2,lower,0,0,0,0
1891,3,upper,0,0,0,0
1891,3,lower,0,0,0,0
1891,4,upper,0,0,0,0
1891,4,lower,0,0,0,0
1891,5,upper,0,0,0,0
1891,5,lower,0,0,0,0
1891,6,upper,0,0,0,0
1891,6,lower,0,0,0,0
1891,7,upper,0,0,0,0
1891,7,lower,0,0,0,0
1891,8,upper,0,0,0,0
1891,8,lower,0,0,0,0
1892,1,upper,0,0,1,0
1892,1,lower,1,1,-1,-2
1892,2,upper,0,0,0,0
1892,2,lower,0,0,0,0
1892,3,upper,0,0,0,0
1892,3,lower,0,0,0,0
1892,4,upper,0,0,0,0
1892,4,lower,0,0,0,0
1892,5,upper,0,0,0,0
1892,5,lower,0,0,0,0
1892,6,upper,0,0,0,0
1892,6,lower,0,0,0,0
1892,7,upper,0,0,0,0
1892,7,lower,0,0,0,0
1892,8,upper,0,0,0,0
1892,8,lower,0,0,0,0
1893,1,upper,2,0,0,0
1893,1,lower,1,2,0,0
1893,2,upper,0,0,0,0
1893,2,lower,0,0,0,0
1893,3,upper,0,0,0,0
1893,3,lower,0,0,0,0
1893,4,upper,0,0,0,0
1893,4,lower,0,0,0,0
1893,5,upper,0,0,0,0
1893,5,lower,0,0,0,0
1893,6,upper,0,0,0,0
1893,6,lower,0,0,0,0
1893,7,upper,0,0,0,0
1893,7,lower,0,0,0,0
1893,8,upper,0,0,0,0
1893,8,lower,0,0,0,0
1894,1,upper,1,1,0,0
1894,1,lower,0,0,-1,0
1894,2,upper,0,0,0,0
1894,2,lower,0,0,0,0
1894,3,upper,0,0,0,0
1894,3,lower,0,0,0,0
1894,4,upper,0,0,0,0
1894,4,lower,0,0,0,0
1894,5,upper,0,0,0,0
1894,5,lower,0,0,0,0
1894,6,upper,0,0,0,0
1894,6,lower,0,0,0,0
1894,7,upper,0,0,0,0
1894,7,lower,0,0,0,0
1894,8,upper,0,0,0,0
1894,8,lower,0,0,0,0
1895,1,upper,1,0,-1,1
1895,1,lower,0,0,0,-1
1895,2,upper,0,0,0,0
1895,2,lower,0,0,0,0
1895,3,upper,0,0,0,0
1895,3,lower,0,0,0,0
1895,4,upper,0,0,0,0
1895,4,lower,0,0,0,0
1895,5,upper,0,0,0,0
1895,5,lower,0,0,0,0
1895,6,upper,0,0,0,0
1895,6,lower,0,0,0,0
1895,7,upper,0,0,0,0
1895,7,lower,0,0,0,0
1895,8,upper,0,0,0,0
1895,8,lower,0,0,0,0
1896,1,upper,0,1,0,0
1896,1,lower,3,1,0,-1
1896,2,upper,0,0,0,0
1896,2,lower,0,0,0,0
1896,3,upper,0,0,0,0
1896,3,lower,0,0,0,0
1896,4,upper,0,0,0,0
1896,4,lower,0,0,0,0
1896,5,upper,0,0,0,0
1896,5,lower,0,0,0,0
1896,6,upper,0,0,0,0
1896,6,lower,0,0,0,0
1896,7,upper,0,0,0,0
1896,7,lower,0,0,0,0
1896,8,upper,0,0,0,0
1896,8,lower,0,0,0,0
1897,1,upper,1,1,0,-1
1897,1,lower,0,0,-1,0
1897,2,upper,0,0,0,0
1897,2,lower,0,0,0,0
1897,3,upper,0,0,0,0
1897,3,lower,0,0,0,0
1897,4,upper,0,0,0,0
1897,4,lower,0,0,0,0
1897,5,upper,0,0,0,0
1897,5,lower,0,0,0,0
1897,6,upper,0,0,0,0
1897,6,lower,0,0,0,0
1897,7,upper,0,0,0,0
1897,7,lower,0,0,0,0
1897,8,upper,0,0,0,0
1897,8,lower,0,0,0,0
1898,1,upper,1,1,0,-1
1898,1,lower,1,0,-2,0
1898,2,upper,0,0,0,0
1898,2,lower,0,0,0,0
1898,3,upper,0,0,0,0
1898,3,lower,0,0,0,0
1898,4,upper,0,0,0,0
1898,4,lower,0,0,0,0
1898,5,upper,0,0,0,0
1898,5,lower,0,0,0,0
1898,6,upper,0,0,0,0
1898,6,lower,0,0,0,0
1898,7,upper,0,0,0,0
1898,7,lower,0,0,0,0
1898,8,upper,0,0,0,0
1898,8,lower,0,0,0,0
1899,1,upper,0,1,-1,0
1899,1,lower,3,1,0,0
1899,2,upper,0,0,0,0
1899,2,lower,0,0,0,0
1899,3,upper,0,0,0,0
1899,3,lower,0,0,0,0
1899,4,upper,0,0,0,0
1899,4,lower,0,0,0,0
1899,5,upper,0,0,0,0
1899,5,lower,0,0,0,0
1899,6,upper,0,0,0,0
1899,6,lower,0,0,0,0
1899,7,upper,0,0,0,0
1899,7,lower,0,0,0,0
1899,8,upper,0,0,0,0
1899,8,lower,0,0,0,0
1900,1,upper,1,1,0,-1
1900,1,lower,1,0,-2,1
1900,2,upper,0,0,0,0
1900,2,lower,0,0,0,0
1900,3,upper,0,0,0,0
1900,3,lower,0,0,0,0
1900,4,upper,0,0,0,0
1900,4,lower,0,0,0,0
1900,5,upper,0,0,0,0
1900,5,lower,0,0,0,0
1900,6,upper,0,0,0,0
1900,6,lower,0,0,0,0
1900,7,upper,0,0,0,0
1900,7,lower,0,0,0,0
1900,8,upper,0,0,0,0
1900,8,lower,0,0,0,0
1901,1,upper,1,1,1,1
1901,1,lower,1,0,-2,-1
1901,2,upper,0,0,0,0
1901,2,lower,0,0,0,0
1901,3,upper,0,0,0,0
1901,3,lower,0,0,0,0
1901,4,upper,0,0,0,0
