unit_id,hier_cell,ref_name,loc,bel,site,tile,grid_x,grid_y,stage_id,module_role,data_role,ecc_codeword_rule,ecc_symbol_rule,is_used,is_shared
0,u/s1/GND,GND,,,,,,,,,,,,0,0
1,u/s1/VCC,VCC,,,,,,,,,,,,0,0
2,u/s1/app_i_reg[0][0],FDRE,SLICE_X99Y86,SLICEL.AFF,SLICE_X99Y86,CLBLM_L_X66Y86,271,172,,,,,,1,0
3,u/s1/app_i_reg[0][10],FDRE,SLICE_X93Y88,SLICEL.AFF,SLICE_X93Y88,CLBLM_L_X62Y88,255,176,,,,,,1,0
4,u/s1/app_i_reg[0][11],FDRE,SLICE_X93Y89,SLICEL.AFF,SLICE_X93Y89,CLBLM_L_X62Y89,255,178,,,,,,1,0
5,u/s1/app_i_reg[0][12],FDRE,SLICE_X96Y84,SLICEM.AFF,SLICE_X96Y84,CLBLM_L_X64Y84,261,168,,,,,,1,0
6,u/s1/app_i_reg[0][13],FDRE,SLICE_X100Y89,SLICEM.AFF,SLICE_X100Y89,CLBLM_R_X67Y89,273,178,,,,,,1,0
7,u/s1/app_i_reg[0][14],FDRE,SLICE_X99Y90,SLICEL.AFF,SLICE_X99Y90,CLBLM_L_X66Y90,271,180,,,,,,1,0
8,u/s1/app_i_reg[0][15],FDRE,SLICE_X96Y91,SLICEM.BFF,SLICE_X96Y91,CLBLM_L_X64Y91,261,182,,,,,,1,0
9,u/s1/app_i_reg[0][16],FDRE,SLICE_X94Y92,SLICEL.BFF,SLICE_X94Y92,CLBLL_R_X63Y92,257,184,,,,,,1,0
10,u/s1/app_i_reg[0][17],FDRE,SLICE_X96Y93,SLICEM.AFF,SLICE_X96Y93,CLBLM_L_X64Y93,261,186,,,,,,1,0
11,u/s1/app_i_reg[0][18],FDRE,SLICE_X96Y94,SLICEM.AFF,SLICE_X96Y94,CLBLM_L_X64Y94,261,188,,,,,,1,0
12,u/s1/app_i_reg[0][19],FDRE,SLICE_X96Y94,SLICEM.BFF,SLICE_X96Y94,CLBLM_L_X64Y94,261,188,,,,,,1,0
13,u/s1/app_i_reg[0][1],FDRE,SLICE_X93Y87,SLICEL.AFF,SLICE_X93Y87,CLBLM_L_X62Y87,255,174,,,,,,1,0
14,u/s1/app_i_reg[0][20],FDRE,SLICE_X97Y97,SLICEL.AFF,SLICE_X97Y97,CLBLM_L_X64Y97,263,194,,,,,,1,0
15,u/s1/app_i_reg[0][21],FDRE,SLICE_X96Y94,SLICEM.CFF,SLICE_X96Y94,CLBLM_L_X64Y94,261,188,,,,,,1,0
16,u/s1/app_i_reg[0][22],FDRE,SLICE_X94Y92,SLICEL.CFF,SLICE_X94Y92,CLBLL_R_X63Y92,257,184,,,,,,1,0
17,u/s1/app_i_reg[0][23],FDRE,SLICE_X95Y100,SLICEL.AFF,SLICE_X95Y100,CLBLL_R_X63Y100,259,200,,,,,,1,0
18,u/s1/app_i_reg[0][24],FDRE,SLICE_X94Y96,SLICEL.BFF,SLICE_X94Y96,CLBLL_R_X63Y96,257,192,,,,,,1,0
19,u/s1/app_i_reg[0][25],FDRE,SLICE_X97Y97,SLICEL.BFF,SLICE_X97Y97,CLBLM_L_X64Y97,263,194,,,,,,1,0
20,u/s1/app_i_reg[0][26],FDRE,SLICE_X97Y99,SLICEL.AFF,SLICE_X97Y99,CLBLM_L_X64Y99,263,198,,,,,,1,0
21,u/s1/app_i_reg[0][27],FDRE,SLICE_X96Y93,SLICEM.BFF,SLICE_X96Y93,CLBLM_L_X64Y93,261,186,,,,,,1,0
22,u/s1/app_i_reg[0][28],FDRE,SLICE_X96Y100,SLICEM.AFF,SLICE_X96Y100,CLBLM_L_X64Y100,261,200,,,,,,1,0
23,u/s1/app_i_reg[0][29],FDRE,SLICE_X95Y101,SLICEL.AFF,SLICE_X95Y101,CLBLL_R_X63Y101,259,202,,,,,,1,0
24,u/s1/app_i_reg[0][2],FDRE,SLICE_X93Y88,SLICEL.BFF,SLICE_X93Y88,CLBLM_L_X62Y88,255,176,,,,,,1,0
25,u/s1/app_i_reg[0][30],FDRE,SLICE_X95Y100,SLICEL.BFF,SLICE_X95Y100,CLBLL_R_X63Y100,259,200,,,,,,1,0
26,u/s1/app_i_reg[0][31],FDRE,SLICE_X97Y101,SLICEL.AFF,SLICE_X97Y101,CLBLM_L_X64Y101,263,202,,,,,,1,0
27,u/s1/app_i_reg[0][32],FDRE,SLICE_X95Y101,SLICEL.BFF,SLICE_X95Y101,CLBLL_R_X63Y101,259,202,,,,,,1,0
28,u/s1/app_i_reg[0][33],FDRE,SLICE_X96Y100,SLICEM.BFF,SLICE_X96Y100,CLBLM_L_X64Y100,261,200,,,,,,1,0
29,u/s1/app_i_reg[0][34],FDRE,SLICE_X96Y100,SLICEM.CFF,SLICE_X96Y100,CLBLM_L_X64Y100,261,200,,,,,,1,0
30,u/s1/app_i_reg[0][3],FDRE,SLICE_X99Y86,SLICEL.BFF,SLICE_X99Y86,CLBLM_L_X66Y86,271,172,,,,,,1,0
31,u/s1/app_i_reg[0][4],FDRE,SLICE_X96Y94,SLICEM.DFF,SLICE_X96Y94,CLBLM_L_X64Y94,261,188,,,,,,1,0
32,u/s1/app_i_reg[0][5],FDRE,SLICE_X96Y84,SLICEM.BFF,SLICE_X96Y84,CLBLM_L_X64Y84,261,168,,,,,,1,0
33,u/s1/app_i_reg[0][6],FDRE,SLICE_X99Y86,SLICEL.CFF,SLICE_X99Y86,CLBLM_L_X66Y86,271,172,,,,,,1,0
34,u/s1/app_i_reg[0][7],FDRE,SLICE_X96Y84,SLICEM.CFF,SLICE_X96Y84,CLBLM_L_X64Y84,261,168,,,,,,1,0
35,u/s1/app_i_reg[0][8],FDRE,SLICE_X96Y84,SLICEM.DFF,SLICE_X96Y84,CLBLM_L_X64Y84,261,168,,,,,,1,0
36,u/s1/app_i_reg[0][9],FDRE,SLICE_X93Y88,SLICEL.CFF,SLICE_X93Y88,CLBLM_L_X62Y88,255,176,,,,,,1,0
37,u/s1/app_i_reg[1][0],FDRE,SLICE_X93Y84,SLICEL.AFF,SLICE_X93Y84,CLBLM_L_X62Y84,255,168,,,,,,1,0
38,u/s1/app_i_reg[1][10],FDRE,SLICE_X93Y89,SLICEL.BFF,SLICE_X93Y89,CLBLM_L_X62Y89,255,178,,,,,,1,0
39,u/s1/app_i_reg[1][11],FDRE,SLICE_X94Y92,SLICEL.DFF,SLICE_X94Y92,CLBLL_R_X63Y92,257,184,,,,,,1,0
40,u/s1/app_i_reg[1][12],FDRE,SLICE_X93Y89,SLICEL.CFF,SLICE_X93Y89,CLBLM_L_X62Y89,255,178,,,,,,1,0
41,u/s1/app_i_reg[1][13],FDRE,SLICE_X93Y88,SLICEL.DFF,SLICE_X93Y88,CLBLM_L_X62Y88,255,176,,,,,,1,0
42,u/s1/app_i_reg[1][14],FDRE,SLICE_X93Y88,SLICEL.A5FF,SLICE_X93Y88,CLBLM_L_X62Y88,255,176,,,,,,1,0
43,u/s1/app_i_reg[1][15],FDRE,SLICE_X93Y89,SLICEL.DFF,SLICE_X93Y89,CLBLM_L_X62Y89,255,178,,,,,,1,0
44,u/s1/app_i_reg[1][16],FDRE,SLICE_X93Y88,SLICEL.B5FF,SLICE_X93Y88,CLBLM_L_X62Y88,255,176,,,,,,1,0
45,u/s1/app_i_reg[1][17],FDRE,SLICE_X93Y88,SLICEL.C5FF,SLICE_X93Y88,CLBLM_L_X62Y88,255,176,,,,,,1,0
46,u/s1/app_i_reg[1][18],FDRE,SLICE_X93Y90,SLICEL.AFF,SLICE_X93Y90,CLBLM_L_X62Y90,255,180,,,,,,1,0
47,u/s1/app_i_reg[1][19],FDRE,SLICE_X93Y90,SLICEL.BFF,SLICE_X93Y90,CLBLM_L_X62Y90,255,180,,,,,,1,0
48,u/s1/app_i_reg[1][1],FDRE,SLICE_X93Y90,SLICEL.CFF,SLICE_X93Y90,CLBLM_L_X62Y90,255,180,,,,,,1,0
49,u/s1/app_i_reg[1][20],FDRE,SLICE_X96Y93,SLICEM.CFF,SLICE_X96Y93,CLBLM_L_X64Y93,261,186,,,,,,1,0
50,u/s1/app_i_reg[1][21],FDRE,SLICE_X93Y90,SLICEL.DFF,SLICE_X93Y90,CLBLM_L_X62Y90,255,180,,,,,,1,0
51,u/s1/app_i_reg[1][22],FDRE,SLICE_X93Y90,SLICEL.A5FF,SLICE_X93Y90,CLBLM_L_X62Y90,255,180,,,,,,1,0
52,u/s1/app_i_reg[1][23],FDRE,SLICE_X94Y96,SLICEL.CFF,SLICE_X94Y96,CLBLL_R_X63Y96,257,192,,,,,,1,0
53,u/s1/app_i_reg[1][24],FDRE,SLICE_X96Y93,SLICEM.DFF,SLICE_X96Y93,CLBLM_L_X64Y93,261,186,,,,,,1,0
54,u/s1/app_i_reg[1][25],FDRE,SLICE_X97Y97,SLICEL.CFF,SLICE_X97Y97,CLBLM_L_X64Y97,263,194,,,,,,1,0
55,u/s1/app_i_reg[1][26],FDRE,SLICE_X94Y96,SLICEL.DFF,SLICE_X94Y96,CLBLL_R_X63Y96,257,192,,,,,,1,0
56,u/s1/app_i_reg[1][27],FDRE,SLICE_X95Y99,SLICEL.AFF,SLICE_X95Y99,CLBLL_R_X63Y99,259,198,,,,,,1,0
57,u/s1/app_i_reg[1][28],FDRE,SLICE_X94Y100,SLICEL.BFF,SLICE_X94Y100,CLBLL_R_X63Y100,257,200,,,,,,1,0
58,u/s1/app_i_reg[1][29],FDRE,SLICE_X88Y95,SLICEL.AFF,SLICE_X88Y95,CLBLL_R_X59Y95,245,190,,,,,,1,0
59,u/s1/app_i_reg[1][2],FDRE,SLICE_X93Y84,SLICEL.BFF,SLICE_X93Y84,CLBLM_L_X62Y84,255,168,,,,,,1,0
60,u/s1/app_i_reg[1][30],FDRE,SLICE_X94Y100,SLICEL.CFF,SLICE_X94Y100,CLBLL_R_X63Y100,257,200,,,,,,1,0
61,u/s1/app_i_reg[1][31],FDRE,SLICE_X88Y95,SLICEL.BFF,SLICE_X88Y95,CLBLL_R_X59Y95,245,190,,,,,,1,0
62,u/s1/app_i_reg[1][32],FDRE,SLICE_X87Y93,SLICEL.AFF,SLICE_X87Y93,CLBLL_L_X58Y93,243,186,,,,,,1,0
63,u/s1/app_i_reg[1][33],FDRE,SLICE_X95Y100,SLICEL.CFF,SLICE_X95Y100,CLBLL_R_X63Y100,259,200,,,,,,1,0
64,u/s1/app_i_reg[1][34],FDRE,SLICE_X95Y100,SLICEL.DFF,SLICE_X95Y100,CLBLL_R_X63Y100,259,200,,,,,,1,0
65,u/s1/app_i_reg[1][3],FDRE,SLICE_X93Y84,SLICEL.CFF,SLICE_X93Y84,CLBLM_L_X62Y84,255,168,,,,,,1,0
66,u/s1/app_i_reg[1][4],FDRE,SLICE_X93Y87,SLICEL.BFF,SLICE_X93Y87,CLBLM_L_X62Y87,255,174,,,,,,1,0
67,u/s1/app_i_reg[1][5],FDRE,SLICE_X98Y85,SLICEM.AFF,SLICE_X98Y85,CLBLM_L_X66Y85,269,170,,,,,,1,0
68,u/s1/app_i_reg[1][6],FDRE,SLICE_X93Y87,SLICEL.CFF,SLICE_X93Y87,CLBLM_L_X62Y87,255,174,,,,,,1,0
69,u/s1/app_i_reg[1][7],FDRE,SLICE_X96Y84,SLICEM.A5FF,SLICE_X96Y84,CLBLM_L_X64Y84,261,168,,,,,,1,0
70,u/s1/app_i_reg[1][8],FDRE,SLICE_X93Y87,SLICEL.DFF,SLICE_X93Y87,CLBLM_L_X62Y87,255,174,,,,,,1,0
71,u/s1/app_i_reg[1][9],FDRE,SLICE_X93Y87,SLICEL.A5FF,SLICE_X93Y87,CLBLM_L_X62Y87,255,174,,,,,,1,0
72,u/s1/app_i_reg[2][0],FDRE,SLICE_X93Y84,SLICEL.DFF,SLICE_X93Y84,CLBLM_L_X62Y84,255,168,,,,,,1,0
73,u/s1/app_i_reg[2][10],FDRE,SLICE_X92Y88,SLICEM.AFF,SLICE_X92Y88,CLBLM_L_X62Y88,253,176,,,,,,1,0
74,u/s1/app_i_reg[2][11],FDRE,SLICE_X91Y87,SLICEL.AFF,SLICE_X91Y87,CLBLL_R_X61Y87,251,174,,,,,,1,0
75,u/s1/app_i_reg[2][12],FDRE,SLICE_X88Y87,SLICEL.AFF,SLICE_X88Y87,CLBLL_R_X59Y87,245,174,,,,,,1,0
76,u/s1/app_i_reg[2][13],FDRE,SLICE_X88Y87,SLICEL.BFF,SLICE_X88Y87,CLBLL_R_X59Y87,245,174,,,,,,1,0
77,u/s1/app_i_reg[2][14],FDRE,SLICE_X89Y95,SLICEL.AFF,SLICE_X89Y95,CLBLL_R_X59Y95,247,190,,,,,,1,0
78,u/s1/app_i_reg[2][15],FDRE,SLICE_X92Y88,SLICEM.BFF,SLICE_X92Y88,CLBLM_L_X62Y88,253,176,,,,,,1,0
79,u/s1/app_i_reg[2][16],FDRE,SLICE_X88Y87,SLICEL.CFF,SLICE_X88Y87,CLBLL_R_X59Y87,245,174,,,,,,1,0
80,u/s1/app_i_reg[2][17],FDRE,SLICE_X89Y91,SLICEL.AFF,SLICE_X89Y91,CLBLL_R_X59Y91,247,182,,,,,,1,0
81,u/s1/app_i_reg[2][18],FDRE,SLICE_X92Y88,SLICEM.CFF,SLICE_X92Y88,CLBLM_L_X62Y88,253,176,,,,,,1,0
82,u/s1/app_i_reg[2][19],FDRE,SLICE_X93Y89,SLICEL.A5FF,SLICE_X93Y89,CLBLM_L_X62Y89,255,178,,,,,,1,0
83,u/s1/app_i_reg[2][1],FDRE,SLICE_X93Y88,SLICEL.D5FF,SLICE_X93Y88,CLBLM_L_X62Y88,255,176,,,,,,1,0
84,u/s1/app_i_reg[2][20],FDRE,SLICE_X97Y97,SLICEL.DFF,SLICE_X97Y97,CLBLM_L_X64Y97,263,194,,,,,,1,0
85,u/s1/app_i_reg[2][21],FDRE,SLICE_X88Y97,SLICEL.AFF,SLICE_X88Y97,CLBLL_R_X59Y97,245,194,,,,,,1,0
86,u/s1/app_i_reg[2][22],FDRE,SLICE_X88Y97,SLICEL.BFF,SLICE_X88Y97,CLBLL_R_X59Y97,245,194,,,,,,1,0
87,u/s1/app_i_reg[2][23],FDRE,SLICE_X90Y90,SLICEL.DFF,SLICE_X90Y90,CLBLL_R_X61Y90,249,180,,,,,,1,0
88,u/s1/app_i_reg[2][24],FDRE,SLICE_X89Y91,SLICEL.BFF,SLICE_X89Y91,CLBLL_R_X59Y91,247,182,,,,,,1,0
89,u/s1/app_i_reg[2][25],FDRE,SLICE_X88Y97,SLICEL.CFF,SLICE_X88Y97,CLBLL_R_X59Y97,245,194,,,,,,1,0
90,u/s1/app_i_reg[2][26],FDRE,SLICE_X93Y89,SLICEL.B5FF,SLICE_X93Y89,CLBLM_L_X62Y89,255,178,,,,,,1,0
91,u/s1/app_i_reg[2][27],FDRE,SLICE_X91Y101,SLICEL.AFF,SLICE_X91Y101,CLBLL_R_X61Y101,251,202,,,,,,1,0
92,u/s1/app_i_reg[2][28],FDRE,SLICE_X91Y101,SLICEL.BFF,SLICE_X91Y101,CLBLL_R_X61Y101,251,202,,,,,,1,0
93,u/s1/app_i_reg[2][29],FDRE,SLICE_X88Y99,SLICEL.AFF,SLICE_X88Y99,CLBLL_R_X59Y99,245,198,,,,,,1,0
94,u/s1/app_i_reg[2][2],FDRE,SLICE_X91Y84,SLICEL.AFF,SLICE_X91Y84,CLBLL_R_X61Y84,251,168,,,,,,1,0
95,u/s1/app_i_reg[2][30],FDRE,SLICE_X88Y99,SLICEL.BFF,SLICE_X88Y99,CLBLL_R_X59Y99,245,198,,,,,,1,0
96,u/s1/app_i_reg[2][31],FDRE,SLICE_X91Y101,SLICEL.CFF,SLICE_X91Y101,CLBLL_R_X61Y101,251,202,,,,,,1,0
97,u/s1/app_i_reg[2][32],FDRE,SLICE_X91Y101,SLICEL.DFF,SLICE_X91Y101,CLBLL_R_X61Y101,251,202,,,,,,1,0
98,u/s1/app_i_reg[2][33],FDRE,SLICE_X96Y98,SLICEM.AFF,SLICE_X96Y98,CLBLM_L_X64Y98,261,196,,,,,,1,0
99,u/s1/app_i_reg[2][34],FDRE,SLICE_X94Y100,SLICEL.DFF,SLICE_X94Y100,CLBLL_R_X63Y100,257,200,,,,,,1,0
100,u/s1/app_i_reg[2][3],FDRE,SLICE_X88Y85,SLICEL.AFF,SLICE_X88Y85,CLBLL_R_X59Y85,245,170,,,,,,1,0
101,u/s1/app_i_reg[2][4],FDRE,SLICE_X88Y85,SLICEL.BFF,SLICE_X88Y85,CLBLL_R_X59Y85,245,170,,,,,,1,0
102,u/s1/app_i_reg[2][5],FDRE,SLICE_X88Y85,SLICEL.CFF,SLICE_X88Y85,CLBLL_R_X59Y85,245,170,,,,,,1,0
103,u/s1/app_i_reg[2][6],FDRE,SLICE_X87Y84,SLICEL.AFF,SLICE_X87Y84,CLBLL_L_X58Y84,243,168,,,,,,1,0
104,u/s1/app_i_reg[2][7],FDRE,SLICE_X89Y90,SLICEL.AFF,SLICE_X89Y90,CLBLL_R_X59Y90,247,180,,,,,,1,0
105,u/s1/app_i_reg[2][8],FDRE,SLICE_X87Y84,SLICEL.BFF,SLICE_X87Y84,CLBLL_L_X58Y84,243,168,,,,,,1,0
106,u/s1/app_i_reg[2][9],FDRE,SLICE_X93Y89,SLICEL.C5FF,SLICE_X93Y89,CLBLM_L_X62Y89,255,178,,,,,,1,0
107,u/s1/app_i_reg[3][0],FDRE,SLICE_X87Y84,SLICEL.CFF,SLICE_X87Y84,CLBLL_L_X58Y84,243,168,,,,,,1,0
108,u/s1/app_i_reg[3][10],FDRE,SLICE_X87Y87,SLICEL.AFF,SLICE_X87Y87,CLBLL_L_X58Y87,243,174,,,,,,1,0
109,u/s1/app_i_reg[3][11],FDRE,SLICE_X85Y89,SLICEL.AFF,SLICE_X85Y89,CLBLL_R_X57Y89,239,178,,,,,,1,0
110,u/s1/app_i_reg[3][12],FDRE,SLICE_X87Y90,SLICEL.AFF,SLICE_X87Y90,CLBLL_L_X58Y90,243,180,,,,,,1,0
111,u/s1/app_i_reg[3][13],FDRE,SLICE_X87Y89,SLICEL.AFF,SLICE_X87Y89,CLBLL_L_X58Y89,243,178,,,,,,1,0
112,u/s1/app_i_reg[3][14],FDRE,SLICE_X87Y88,SLICEL.AFF,SLICE_X87Y88,CLBLL_L_X58Y88,243,176,,,,,,1,0
113,u/s1/app_i_reg[3][15],FDRE,SLICE_X87Y87,SLICEL.BFF,SLICE_X87Y87,CLBLL_L_X58Y87,243,174,,,,,,1,0
114,u/s1/app_i_reg[3][16],FDRE,SLICE_X89Y90,SLICEL.BFF,SLICE_X89Y90,CLBLL_R_X59Y90,247,180,,,,,,1,0
115,u/s1/app_i_reg[3][17],FDRE,SLICE_X89Y90,SLICEL.CFF,SLICE_X89Y90,CLBLL_R_X59Y90,247,180,,,,,,1,0
116,u/s1/app_i_reg[3][18],FDRE,SLICE_X85Y87,SLICEL.AFF,SLICE_X85Y87,CLBLL_R_X57Y87,239,174,,,,,,1,0
117,u/s1/app_i_reg[3][19],FDRE,SLICE_X87Y89,SLICEL.BFF,SLICE_X87Y89,CLBLL_L_X58Y89,243,178,,,,,,1,0
118,u/s1/app_i_reg[3][1],FDRE,SLICE_X87Y84,SLICEL.DFF,SLICE_X87Y84,CLBLL_L_X58Y84,243,168,,,,,,1,0
119,u/s1/app_i_reg[3][20],FDRE,SLICE_X85Y91,SLICEL.AFF,SLICE_X85Y91,CLBLL_R_X57Y91,239,182,,,,,,1,0
120,u/s1/app_i_reg[3][21],FDRE,SLICE_X79Y92,SLICEL.AFF,SLICE_X79Y92,CLBLL_L_X54Y92,227,184,,,,,,1,0
121,u/s1/app_i_reg[3][22],FDRE,SLICE_X85Y91,SLICEL.BFF,SLICE_X85Y91,CLBLL_R_X57Y91,239,182,,,,,,1,0
122,u/s1/app_i_reg[3][23],FDRE,SLICE_X87Y90,SLICEL.BFF,SLICE_X87Y90,CLBLL_L_X58Y90,243,180,,,,,,1,0
123,u/s1/app_i_reg[3][24],FDRE,SLICE_X82Y98,SLICEL.AFF,SLICE_X82Y98,CLBLL_L_X56Y98,233,196,,,,,,1,0
124,u/s1/app_i_reg[3][25],FDRE,SLICE_X82Y98,SLICEL.BFF,SLICE_X82Y98,CLBLL_L_X56Y98,233,196,,,,,,1,0
125,u/s1/app_i_reg[3][26],FDRE,SLICE_X87Y90,SLICEL.CFF,SLICE_X87Y90,CLBLL_L_X58Y90,243,180,,,,,,1,0
126,u/s1/app_i_reg[3][27],FDRE,SLICE_X82Y98,SLICEL.CFF,SLICE_X82Y98,CLBLL_L_X56Y98,233,196,,,,,,1,0
127,u/s1/app_i_reg[3][28],FDRE,SLICE_X87Y91,SLICEL.AFF,SLICE_X87Y91,CLBLL_L_X58Y91,243,182,,,,,,1,0
128,u/s1/app_i_reg[3][29],FDRE,SLICE_X87Y95,SLICEL.AFF,SLICE_X87Y95,CLBLL_L_X58Y95,243,190,,,,,,1,0
129,u/s1/app_i_reg[3][2],FDRE,SLICE_X86Y84,SLICEL.AFF,SLICE_X86Y84,CLBLL_L_X58Y84,241,168,,,,,,1,0
130,u/s1/app_i_reg[3][30],FDRE,SLICE_X88Y99,SLICEL.CFF,SLICE_X88Y99,CLBLL_R_X59Y99,245,198,,,,,,1,0
131,u/s1/app_i_reg[3][31],FDRE,SLICE_X87Y91,SLICEL.BFF,SLICE_X87Y91,CLBLL_L_X58Y91,243,182,,,,,,1,0
132,u/s1/app_i_reg[3][32],FDRE,SLICE_X91Y101,SLICEL.A5FF,SLICE_X91Y101,CLBLL_R_X61Y101,251,202,,,,,,1,0
133,u/s1/app_i_reg[3][33],FDRE,SLICE_X91Y101,SLICEL.B5FF,SLICE_X91Y101,CLBLL_R_X61Y101,251,202,,,,,,1,0
134,u/s1/app_i_reg[3][34],FDRE,SLICE_X82Y99,SLICEL.AFF,SLICE_X82Y99,CLBLL_L_X56Y99,233,198,,,,,,1,0
135,u/s1/app_i_reg[3][3],FDRE,SLICE_X87Y84,SLICEL.A5FF,SLICE_X87Y84,CLBLL_L_X58Y84,243,168,,,,,,1,0
136,u/s1/app_i_reg[3][4],FDRE,SLICE_X84Y85,SLICEL.AFF,SLICE_X84Y85,CLBLL_R_X57Y85,237,170,,,,,,1,0
137,u/s1/app_i_reg[3][5],FDRE,SLICE_X89Y90,SLICEL.DFF,SLICE_X89Y90,CLBLL_R_X59Y90,247,180,,,,,,1,0
138,u/s1/app_i_reg[3][6],FDRE,SLICE_X85Y87,SLICEL.BFF,SLICE_X85Y87,CLBLL_R_X57Y87,239,174,,,,,,1,0
139,u/s1/app_i_reg[3][7],FDRE,SLICE_X84Y85,SLICEL.BFF,SLICE_X84Y85,CLBLL_R_X57Y85,237,170,,,,,,1,0
140,u/s1/app_i_reg[3][8],FDRE,SLICE_X85Y87,SLICEL.CFF,SLICE_X85Y87,CLBLL_R_X57Y87,239,174,,,,,,1,0
141,u/s1/app_i_reg[3][9],FDRE,SLICE_X84Y86,SLICEL.AFF,SLICE_X84Y86,CLBLL_R_X57Y86,237,172,,,,,,1,0
142,u/s1/app_r[0][34]_i_1,LUT2,SLICE_X99Y99,SLICEL.A6LUT,SLICE_X99Y99,CLBLM_L_X66Y99,271,198,,,,,,1,0
143,u/s1/app_r_reg[0][0],FDRE,SLICE_X99Y86,SLICEL.DFF,SLICE_X99Y86,CLBLM_L_X66Y86,271,172,,,,,,1,0
144,u/s1/app_r_reg[0][10],FDRE,SLICE_X96Y84,SLICEM.B5FF,SLICE_X96Y84,CLBLM_L_X64Y84,261,168,,,,,,1,0
145,u/s1/app_r_reg[0][11],FDRE,SLICE_X100Y88,SLICEM.AFF,SLICE_X100Y88,CLBLM_R_X67Y88,273,176,,,,,,1,0
146,u/s1/app_r_reg[0][12],FDRE,SLICE_X100Y88,SLICEM.BFF,SLICE_X100Y88,CLBLM_R_X67Y88,273,176,,,,,,1,0
147,u/s1/app_r_reg[0][13],FDRE,SLICE_X100Y89,SLICEM.BFF,SLICE_X100Y89,CLBLM_R_X67Y89,273,178,,,,,,1,0
148,u/s1/app_r_reg[0][14],FDRE,SLICE_X100Y89,SLICEM.CFF,SLICE_X100Y89,CLBLM_R_X67Y89,273,178,,,,,,1,0
149,u/s1/app_r_reg[0][15],FDRE,SLICE_X99Y90,SLICEL.BFF,SLICE_X99Y90,CLBLM_L_X66Y90,271,180,,,,,,1,0
150,u/s1/app_r_reg[0][16],FDRE,SLICE_X92Y88,SLICEM.DFF,SLICE_X92Y88,CLBLM_L_X62Y88,253,176,,,,,,1,0
151,u/s1/app_r_reg[0][17],FDRE,SLICE_X96Y91,SLICEM.CFF,SLICE_X96Y91,CLBLM_L_X64Y91,261,182,,,,,,1,0
152,u/s1/app_r_reg[0][18],FDRE,SLICE_X93Y90,SLICEL.B5FF,SLICE_X93Y90,CLBLM_L_X62Y90,255,180,,,,,,1,0
153,u/s1/app_r_reg[0][19],FDRE,SLICE_X100Y92,SLICEM.AFF,SLICE_X100Y92,CLBLM_R_X67Y92,273,184,,,,,,1,0
154,u/s1/app_r_reg[0][1],FDRE,SLICE_X99Y86,SLICEL.A5FF,SLICE_X99Y86,CLBLM_L_X66Y86,271,172,,,,,,1,0
155,u/s1/app_r_reg[0][20],FDRE,SLICE_X96Y91,SLICEM.DFF,SLICE_X96Y91,CLBLM_L_X64Y91,261,182,,,,,,1,0
156,u/s1/app_r_reg[0][21],FDRE,SLICE_X100Y92,SLICEM.BFF,SLICE_X100Y92,CLBLM_R_X67Y92,273,184,,,,,,1,0
157,u/s1/app_r_reg[0][22],FDRE,SLICE_X100Y96,SLICEM.AFF,SLICE_X100Y96,CLBLM_R_X67Y96,273,192,,,,,,1,0
158,u/s1/app_r_reg[0][23],FDRE,SLICE_X100Y96,SLICEM.BFF,SLICE_X100Y96,CLBLM_R_X67Y96,273,192,,,,,,1,0
159,u/s1/app_r_reg[0][24],FDRE,SLICE_X100Y96,SLICEM.CFF,SLICE_X100Y96,CLBLM_R_X67Y96,273,192,,,,,,1,0
160,u/s1/app_r_reg[0][25],FDRE,SLICE_X100Y96,SLICEM.DFF,SLICE_X100Y96,CLBLM_R_X67Y96,273,192,,,,,,1,0
161,u/s1/app_r_reg[0][26],FDRE,SLICE_X99Y97,SLICEL.AFF,SLICE_X99Y97,CLBLM_L_X66Y97,271,194,,,,,,1,0
162,u/s1/app_r_reg[0][27],FDRE,SLICE_X93Y90,SLICEL.C5FF,SLICE_X93Y90,CLBLM_L_X62Y90,255,180,,,,,,1,0
163,u/s1/app_r_reg[0][28],FDRE,SLICE_X99Y97,SLICEL.BFF,SLICE_X99Y97,CLBLM_L_X66Y97,271,194,,,,,,1,0
164,u/s1/app_r_reg[0][29],FDRE,SLICE_X96Y99,SLICEM.AFF,SLICE_X96Y99,CLBLM_L_X64Y99,261,198,,,,,,1,0
165,u/s1/app_r_reg[0][2],FDRE,SLICE_X99Y90,SLICEL.CFF,SLICE_X99Y90,CLBLM_L_X66Y90,271,180,,,,,,1,0
166,u/s1/app_r_reg[0][30],FDRE,SLICE_X99Y97,SLICEL.CFF,SLICE_X99Y97,CLBLM_L_X66Y97,271,194,,,,,,1,0
167,u/s1/app_r_reg[0][31],FDRE,SLICE_X96Y99,SLICEM.BFF,SLICE_X96Y99,CLBLM_L_X64Y99,261,198,,,,,,1,0
168,u/s1/app_r_reg[0][32],FDRE,SLICE_X91Y101,SLICEL.C5FF,SLICE_X91Y101,CLBLL_R_X61Y101,251,202,,,,,,1,0
169,u/s1/app_r_reg[0][33],FDRE,SLICE_X97Y97,SLICEL.A5FF,SLICE_X97Y97,CLBLM_L_X64Y97,263,194,,,,,,1,0
